state_region,constituency,voters_elig,votes_cast,votes_adv,votes_total,votes_invalid,votes_lost,invalid_total,valid_total,turnout,party,party_votes,party_percent
Yangon Region,Mayangone,130369,85117,5567,90684,1071,85,1156,89528,69.56%,National Development Party,979,1.09%
Yangon Region,Bahan,62006,38913,3524,42437,661,22,683,41754,68.44%,Individual,5328,12.76%
Yangon Region,Bahan,62006,38913,3524,42437,661,22,683,41754,68.44%,Individual 2,55,0.13%
Yangon Region,Bahan,62006,38913,3524,42437,661,22,683,41754,68.44%,National League for Democracy (NLD),31032,74.32%
Yangon Region,Bahan,62006,38913,3524,42437,661,22,683,41754,68.44%,Union Solidarity and Development Party (USDP),5037,12.06%
Yangon Region,Bahan,62006,38913,3524,42437,661,22,683,41754,68.44%,National Development Party,167,0.40%
Yangon Region,Bahan,62006,38913,3524,42437,661,22,683,41754,68.44%,Democratic Party (Myanmar),135,0.32%
Yangon Region,Dagon,24937,11530,1229,12759,160,3,163,12596,51.16%,Union Solidarity and Development Party (USDP),3763,29.87%
Yangon Region,Dagon,24937,11530,1229,12759,160,3,163,12596,51.16%,National Democratic Force (NDF),209,1.66%
Yangon Region,Dagon,24937,11530,1229,12759,160,3,163,12596,51.16%,National League for Democracy (NLD),8431,66.93%
Yangon Region,Dagon,24937,11530,1229,12759,160,3,163,12596,51.16%,National Unity Party (NUP),193,1.53%
Yangon Region,Seikkan,1950,1200,100,1300,27,0,27,1273,66.67%,National Democratic Force (NDF),25,1.96%
Yangon Region,Seikkan,1950,1200,100,1300,27,0,27,1273,66.67%,National League for Democracy (NLD),726,57.03%
Yangon Region,Seikkan,1950,1200,100,1300,27,0,27,1273,66.67%,Union Solidarity and Development Party (USDP),519,40.77%
Yangon Region,Seikkan,1950,1200,100,1300,27,0,27,1273,66.67%,Individual,0,0.00%
Yangon Region,Seikkan,1950,1200,100,1300,27,0,27,1273,66.67%,National Development Party,3,0.24%
Shan State,Taunggyi,278846,186006,15760,201766,11906,2477,14383,187383,72.36%,Union Solidarity and Development Party (USDP),45408,24.23%
Shan State,Taunggyi,278846,186006,15760,201766,11906,2477,14383,187383,72.36%,Shan Nationalities League for Democracy (SNLD),6807,3.63%
Shan State,Taunggyi,278846,186006,15760,201766,11906,2477,14383,187383,72.36%,Shan Nationalities Democratic Party (SNDP),2649,1.41%
Shan State,Taunggyi,278846,186006,15760,201766,11906,2477,14383,187383,72.36%,Danu National Democracy Party,1551,0.83%
Shan State,Taunggyi,278846,186006,15760,201766,11906,2477,14383,187383,72.36%,Pao National Organisation (PNO),65169,34.78%
Shan State,Taunggyi,278846,186006,15760,201766,11906,2477,14383,187383,72.36%,National League for Democracy (NLD),65799,35.11%
Shan State,Hopong,75072,46246,6061,52307,2796,51,2847,49460,69.68%,Pao National Organisation (PNO),35746,72.27%
Shan State,Hopong,75072,46246,6061,52307,2796,51,2847,49460,69.68%,National League for Democracy (NLD),5516,11.15%
Shan State,Hopong,75072,46246,6061,52307,2796,51,2847,49460,69.68%,Shan Nationalities League for Democracy (SNLD),6484,13.11%
Shan State,Hopong,75072,46246,6061,52307,2796,51,2847,49460,69.68%,Union Pao National Organisation,673,1.36%
Shan State,Hopong,75072,46246,6061,52307,2796,51,2847,49460,69.68%,Shan Nationalities Democratic Party (SNDP),1041,2.10%
Shan State,Nyaungshwe,124507,98065,3839,101904,7031,103,7134,94770,81.85%,Federal Union Party (FUP),3007,3.17%
Shan State,Nyaungshwe,124507,98065,3839,101904,7031,103,7134,94770,81.85%,Inn National League Party,4322,4.56%
Shan State,Nyaungshwe,124507,98065,3839,101904,7031,103,7134,94770,81.85%,Inn National Development Party,7160,7.56%
Shan State,Nyaungshwe,124507,98065,3839,101904,7031,103,7134,94770,81.85%,National League for Democracy (NLD),49965,52.72%
Shan State,Nyaungshwe,124507,98065,3839,101904,7031,103,7134,94770,81.85%,Individual,751,0.79%
Shan State,Nyaungshwe,124507,98065,3839,101904,7031,103,7134,94770,81.85%,Union Solidarity and Development Party (USDP),29565,31.20%
Shan State,Hsihseng,95770,66810,4176,70986,5634,96,5730,65256,74.12%,National League for Democracy (NLD),9053,13.87%
Shan State,Hsihseng,95770,66810,4176,70986,5634,96,5730,65256,74.12%,Union Pao National Organisation,1717,2.63%
Shan State,Hsihseng,95770,66810,4176,70986,5634,96,5730,65256,74.12%,Pao National Organisation (PNO),45244,69.33%
Shan State,Hsihseng,95770,66810,4176,70986,5634,96,5730,65256,74.12%,Shan Nationalities League for Democracy (SNLD),8024,12.30%
Shan State,Hsihseng,95770,66810,4176,70986,5634,96,5730,65256,74.12%,Shan Nationalities Democratic Party (SNDP),1218,1.87%
Shan State,Kalaw,119044,92587,4909,97496,7927,222,8149,89347,81.90%,Union Solidarity and Development Party (USDP),38006,42.54%
Shan State,Kalaw,119044,92587,4909,97496,7927,222,8149,89347,81.90%,National League for Democracy (NLD),46537,52.09%
Shan State,Kalaw,119044,92587,4909,97496,7927,222,8149,89347,81.90%,Federal Union Party (FUP),1492,1.67%
Shan State,Kalaw,119044,92587,4909,97496,7927,222,8149,89347,81.90%,Danu National Democracy Party,3312,3.71%
Shan State,Pindaya,54507,45213,2309,47522,4021,0,4021,43501,87.19%,Individual,890,2.05%
Shan State,Pindaya,54507,45213,2309,47522,4021,0,4021,43501,87.19%,National League for Democracy (NLD),21638,49.74%
Shan State,Pindaya,54507,45213,2309,47522,4021,0,4021,43501,87.19%,Danu National Organisation Party,1304,3.00%
Shan State,Pindaya,54507,45213,2309,47522,4021,0,4021,43501,87.19%,Danu National Democracy Party,2500,5.75%
Shan State,Pindaya,54507,45213,2309,47522,4021,0,4021,43501,87.19%,Union Solidarity and Development Party (USDP),16314,37.50%
Shan State,Pindaya,54507,45213,2309,47522,4021,0,4021,43501,87.19%,National Unity Party (NUP),855,1.97%
Shan State,Ywangan,54737,46650,1983,48633,3519,43,3562,45071,88.85%,Union Solidarity and Development Party (USDP),17010,37.74%
Shan State,Ywangan,54737,46650,1983,48633,3519,43,3562,45071,88.85%,Danu National Organisation Party,2971,6.59%
Shan State,Ywangan,54737,46650,1983,48633,3519,43,3562,45071,88.85%,National League for Democracy (NLD),17183,38.12%
Shan State,Ywangan,54737,46650,1983,48633,3519,43,3562,45071,88.85%,Danu National Democracy Party,7907,17.54%
Shan State,Lawksawk,100966,72684,5904,78588,5692,57,5749,72839,77.84%,Union Solidarity and Development Party (USDP),32638,44.81%
Shan State,Lawksawk,100966,72684,5904,78588,5692,57,5749,72839,77.84%,National Unity Party (NUP),3407,4.68%
Shan State,Lawksawk,100966,72684,5904,78588,5692,57,5749,72839,77.84%,Individual,1139,1.56%
Shan State,Lawksawk,100966,72684,5904,78588,5692,57,5749,72839,77.84%,Federal Union Party (FUP),1368,1.88%
Shan State,Lawksawk,100966,72684,5904,78588,5692,57,5749,72839,77.84%,National League for Democracy (NLD),29240,40.14%
Shan State,Lawksawk,100966,72684,5904,78588,5692,57,5749,72839,77.84%,Shan Nationalities League for Democracy (SNLD),5047,6.93%
Shan State,Pinlaung,119907,97236,4377,101613,6455,253,6708,94905,84.74%,Union Pao National Organisation,3891,4.10%
Shan State,Pinlaung,119907,97236,4377,101613,6455,253,6708,94905,84.74%,Pao National Organisation (PNO),69250,72.97%
Shan State,Pinlaung,119907,97236,4377,101613,6455,253,6708,94905,84.74%,Shan Nationalities League for Democracy (SNLD),7887,8.31%
Shan State,Pinlaung,119907,97236,4377,101613,6455,253,6708,94905,84.74%,Shan Nationalities Democratic Party (SNDP),1185,1.25%
Shan State,Pinlaung,119907,97236,4377,101613,6455,253,6708,94905,84.74%,National League for Democracy (NLD),12692,13.37%
Shan State,Pekon,57068,44397,1726,46123,1424,18,1442,44681,80.82%,Shan Nationalities League for Democracy (SNLD),3310,7.41%
Shan State,Pekon,57068,44397,1726,46123,1424,18,1442,44681,80.82%,Union Solidarity and Development Party (USDP),15604,34.92%
Shan State,Pekon,57068,44397,1726,46123,1424,18,1442,44681,80.82%,National League for Democracy (NLD),20475,45.82%
Shan State,Pekon,57068,44397,1726,46123,1424,18,1442,44681,80.82%,Kayan National Party,5292,11.84%
Shan State,Loilen,84987,37885,5303,43188,5857,482,6339,36849,50.82%,Union Solidarity and Development Party (USDP),15925,43.22%
Shan State,Loilen,84987,37885,5303,43188,5857,482,6339,36849,50.82%,Individual,472,1.28%
Shan State,Loilen,84987,37885,5303,43188,5857,482,6339,36849,50.82%,Shan Nationalities Democratic Party (SNDP),2341,6.35%
Shan State,Loilen,84987,37885,5303,43188,5857,482,6339,36849,50.82%,United Democratic Party (UDP),503,1.37%
Shan State,Loilen,84987,37885,5303,43188,5857,482,6339,36849,50.82%,Shan Nationalities League for Democracy (SNLD),10879,29.52%
Shan State,Loilen,84987,37885,5303,43188,5857,482,6339,36849,50.82%,Individual 2,338,0.92%
Shan State,Loilen,84987,37885,5303,43188,5857,482,6339,36849,50.82%,National League for Democracy (NLD),6391,17.34%
Shan State,Nansang,76439,38493,5590,44083,5820,92,5912,38171,57.67%,Shan Nationalities League for Democracy (SNLD),12388,32.45%
Shan State,Nansang,76439,38493,5590,44083,5820,92,5912,38171,57.67%,Shan Nationalities Democratic Party (SNDP),2013,5.27%
Shan State,Nansang,76439,38493,5590,44083,5820,92,5912,38171,57.67%,Union Solidarity and Development Party (USDP),14211,37.23%
Shan State,Nansang,76439,38493,5590,44083,5820,92,5912,38171,57.67%,National League for Democracy (NLD),8529,22.34%
Shan State,Nansang,76439,38493,5590,44083,5820,92,5912,38171,57.67%,National Unity Party (NUP),1030,2.70%
Shan State,Kunhing,38453,17537,1377,18914,3114,47,3161,15753,49.19%,National League for Democracy (NLD),1713,10.87%
Shan State,Kunhing,38453,17537,1377,18914,3114,47,3161,15753,49.19%,Union Solidarity and Development Party (USDP),2588,16.43%
Shan State,Kunhing,38453,17537,1377,18914,3114,47,3161,15753,49.19%,Shan Nationalities League for Democracy (SNLD),7661,48.63%
Shan State,Kunhing,38453,17537,1377,18914,3114,47,3161,15753,49.19%,Shan Nationalities Democratic Party (SNDP),3791,24.07%
Shan State,Laihka,35165,17414,1609,19023,2154,94,2248,16775,54.10%,National League for Democracy (NLD),872,5.20%
Shan State,Laihka,35165,17414,1609,19023,2154,94,2248,16775,54.10%,Shan Nationalities League for Democracy (SNLD),13051,77.80%
Shan State,Laihka,35165,17414,1609,19023,2154,94,2248,16775,54.10%,Shan Nationalities Democratic Party (SNDP),1106,6.59%
Shan State,Laihka,35165,17414,1609,19023,2154,94,2248,16775,54.10%,Union Solidarity and Development Party (USDP),1746,10.41%
Shan State,Mongkaing,45731,18347,2247,20594,3134,29,3163,17431,45.03%,Shan Nationalities League for Democracy (SNLD),12235,70.19%
Shan State,Mongkaing,45731,18347,2247,20594,3134,29,3163,17431,45.03%,Union Solidarity and Development Party (USDP),2294,13.16%
Shan State,Mongkaing,45731,18347,2247,20594,3134,29,3163,17431,45.03%,Shan Nationalities Democratic Party (SNDP),960,5.51%
Shan State,Mongkaing,45731,18347,2247,20594,3134,29,3163,17431,45.03%,National League for Democracy (NLD),1942,11.14%
Shan State,Langkho,37290,18071,2396,20467,2003,295,2298,18169,54.89%,Union Solidarity and Development Party (USDP),4152,22.85%
Shan State,Langkho,37290,18071,2396,20467,2003,295,2298,18169,54.89%,Shan Nationalities League for Democracy (SNLD),9010,49.59%
Shan State,Langkho,37290,18071,2396,20467,2003,295,2298,18169,54.89%,Shan Nationalities Democratic Party (SNDP),2730,15.03%
Shan State,Langkho,37290,18071,2396,20467,2003,295,2298,18169,54.89%,National League for Democracy (NLD),2277,12.53%
Shan State,Mongnai,31197,15730,2049,17779,1439,14,1453,16326,56.99%,Shan Nationalities League for Democracy (SNLD),9642,59.06%
Shan State,Mongnai,31197,15730,2049,17779,1439,14,1453,16326,56.99%,Shan Nationalities Democratic Party (SNDP),2459,15.06%
Shan State,Mongnai,31197,15730,2049,17779,1439,14,1453,16326,56.99%,Union Solidarity and Development Party (USDP),4225,25.88%
Shan State,Mawkmai,22267,14234,1152,15386,3015,8,3023,12363,69.10%,Union Solidarity and Development Party (USDP),5590,45.22%
Shan State,Mawkmai,22267,14234,1152,15386,3015,8,3023,12363,69.10%,Shan Nationalities Democratic Party (SNDP),1096,8.87%
Shan State,Mawkmai,22267,14234,1152,15386,3015,8,3023,12363,69.10%,Shan Nationalities League for Democracy (SNLD),3417,27.64%
Shan State,Mawkmai,22267,14234,1152,15386,3015,8,3023,12363,69.10%,National League for Democracy (NLD),2260,18.28%
Shan State,Mongpan,15961,8188,2303,10491,1070,44,1114,9377,65.73%,National League for Democracy (NLD),1256,13.39%
Shan State,Mongpan,15961,8188,2303,10491,1070,44,1114,9377,65.73%,Union Solidarity and Development Party (USDP),3453,36.82%
Shan State,Mongpan,15961,8188,2303,10491,1070,44,1114,9377,65.73%,Shan Nationalities Democratic Party (SNDP),3141,33.50%
Shan State,Mongpan,15961,8188,2303,10491,1070,44,1114,9377,65.73%,Shan Nationalities League for Democracy (SNLD),1527,16.28%
Shan State,Lashio,178977,91659,6749,98408,6924,21,6945,91463,54.98%,Kokang Democracy and Unity Party,8893,9.72%
Shan State,Lashio,178977,91659,6749,98408,6924,21,6945,91463,54.98%,Shan Nationalities League for Democracy (SNLD),17277,18.89%
Shan State,Lashio,178977,91659,6749,98408,6924,21,6945,91463,54.98%,Shan Nationalities Democratic Party (SNDP),6202,6.78%
Shan State,Lashio,178977,91659,6749,98408,6924,21,6945,91463,54.98%,Union Solidarity and Development Party (USDP),30909,33.79%
Shan State,Lashio,178977,91659,6749,98408,6924,21,6945,91463,54.98%,National League for Democracy (NLD),26726,29.22%
Shan State,Lashio,178977,91659,6749,98408,6924,21,6945,91463,54.98%,Lhaovo National Unity and Development Party (LNUDP),1456,1.59%
Shan State,Hseni,35284,22255,2078,24333,2420,18,2438,21895,68.96%,Union Solidarity and Development Party (USDP),6118,27.94%
Shan State,Hseni,35284,22255,2078,24333,2420,18,2438,21895,68.96%,Shan Nationalities Democratic Party (SNDP),2770,12.65%
Shan State,Hseni,35284,22255,2078,24333,2420,18,2438,21895,68.96%,Shan Nationalities League for Democracy (SNLD),8483,38.74%
Shan State,Hseni,35284,22255,2078,24333,2420,18,2438,21895,68.96%,National League for Democracy (NLD),3972,18.14%
Shan State,Hseni,35284,22255,2078,24333,2420,18,2438,21895,68.96%,Individual,552,2.52%
Shan State,Tangyan,105765,45994,2245,48239,6412,62,6474,41765,45.61%,Wa Democratic Party,1119,2.68%
Shan State,Tangyan,105765,45994,2245,48239,6412,62,6474,41765,45.61%,La Hu National Development Party,1542,3.69%
Shan State,Tangyan,105765,45994,2245,48239,6412,62,6474,41765,45.61%,National League for Democracy (NLD),3776,9.04%
Shan State,Tangyan,105765,45994,2245,48239,6412,62,6474,41765,45.61%,Shan Nationalities League for Democracy (SNLD),19749,47.29%
Shan State,Tangyan,105765,45994,2245,48239,6412,62,6474,41765,45.61%,Union Solidarity and Development Party (USDP),11293,27.04%
Shan State,Tangyan,105765,45994,2245,48239,6412,62,6474,41765,45.61%,Shan Nationalities Democratic Party (SNDP),2333,5.59%
Shan State,Tangyan,105765,45994,2245,48239,6412,62,6474,41765,45.61%,Wa National Unity Party,1953,4.68%
Shan State,Mongyai,39685,23437,1276,24713,4294,49,4343,20370,62.27%,Shan Nationalities Democratic Party (SNDP),1988,9.76%
Shan State,Mongyai,39685,23437,1276,24713,4294,49,4343,20370,62.27%,Shan Nationalities League for Democracy (SNLD),14402,70.70%
Shan State,Mongyai,39685,23437,1276,24713,4294,49,4343,20370,62.27%,National League for Democracy (NLD),1103,5.41%
Shan State,Mongyai,39685,23437,1276,24713,4294,49,4343,20370,62.27%,Union Solidarity and Development Party (USDP),2877,14.12%
Shan State,Kyaukme,128281,74166,4073,78239,4221,78,4299,73940,60.99%,Union Solidarity and Development Party (USDP),9477,12.82%
Shan State,Kyaukme,128281,74166,4073,78239,4221,78,4299,73940,60.99%,Ta-Arng Palaung National Party,8752,11.84%
Shan State,Kyaukme,128281,74166,4073,78239,4221,78,4299,73940,60.99%,Shan Nationalities League for Democracy (SNLD),38058,51.47%
Shan State,Kyaukme,128281,74166,4073,78239,4221,78,4299,73940,60.99%,National League for Democracy (NLD),13405,18.13%
Shan State,Kyaukme,128281,74166,4073,78239,4221,78,4299,73940,60.99%,Shan Nationalities Democratic Party (SNDP),4248,5.75%
Shan State,Hsipaw,118585,74276,2510,76786,4551,342,4893,71893,64.75%,Union Solidarity and Development Party (USDP),8910,12.39%
Shan State,Hsipaw,118585,74276,2510,76786,4551,342,4893,71893,64.75%,Individual,1731,2.41%
Shan State,Hsipaw,118585,74276,2510,76786,4551,342,4893,71893,64.75%,Shan Nationalities League for Democracy (SNLD),47105,65.52%
Shan State,Hsipaw,118585,74276,2510,76786,4551,342,4893,71893,64.75%,National League for Democracy (NLD),9105,12.66%
Shan State,Hsipaw,118585,74276,2510,76786,4551,342,4893,71893,64.75%,Shan Nationalities Democratic Party (SNDP),5042,7.01%
Shan State,Nawnghkio,86961,66099,2914,69013,4471,88,4559,64454,79.36%,National Unity Party (NUP),8343,12.94%
Shan State,Nawnghkio,86961,66099,2914,69013,4471,88,4559,64454,79.36%,Union Solidarity and Development Party (USDP),16550,25.68%
Shan State,Nawnghkio,86961,66099,2914,69013,4471,88,4559,64454,79.36%,Shan Nationalities League for Democracy (SNLD),5913,9.17%
Shan State,Nawnghkio,86961,66099,2914,69013,4471,88,4559,64454,79.36%,Shan Nationalities Democratic Party (SNDP),4744,7.36%
Shan State,Nawnghkio,86961,66099,2914,69013,4471,88,4559,64454,79.36%,National League for Democracy (NLD),21200,32.89%
Shan State,Nawnghkio,86961,66099,2914,69013,4471,88,4559,64454,79.36%,Peace for Diversity Party,430,0.67%
Shan State,Nawnghkio,86961,66099,2914,69013,4471,88,4559,64454,79.36%,Danu National Democracy Party,7274,11.29%
Shan State,Namtu,35508,22400,1716,24116,2543,81,2624,21492,67.92%,Shan Nationalities Democratic Party (SNDP),1611,7.50%
Shan State,Namtu,35508,22400,1716,24116,2543,81,2624,21492,67.92%,Shan Nationalities League for Democracy (SNLD),8180,38.06%
Shan State,Namtu,35508,22400,1716,24116,2543,81,2624,21492,67.92%,National League for Democracy (NLD),4942,22.99%
Shan State,Namtu,35508,22400,1716,24116,2543,81,2624,21492,67.92%,Union Solidarity and Development Party (USDP),3633,16.90%
Shan State,Namtu,35508,22400,1716,24116,2543,81,2624,21492,67.92%,Individual,504,2.35%
Shan State,Namtu,35508,22400,1716,24116,2543,81,2624,21492,67.92%,Individual 2,232,1.08%
Shan State,Namtu,35508,22400,1716,24116,2543,81,2624,21492,67.92%,Ta-Arng Palaung National Party,2390,11.12%
Shan State,Mongmit,44224,31182,2391,33573,2348,28,2376,31197,75.92%,National Unity Party (NUP),1900,6.09%
Shan State,Mongmit,44224,31182,2391,33573,2348,28,2376,31197,75.92%,Union Solidarity and Development Party (USDP),4939,15.83%
Shan State,Mongmit,44224,31182,2391,33573,2348,28,2376,31197,75.92%,Shan Nationalities Democratic Party (SNDP),5915,18.96%
Shan State,Mongmit,44224,31182,2391,33573,2348,28,2376,31197,75.92%,National League for Democracy (NLD),14607,46.82%
Shan State,Mongmit,44224,31182,2391,33573,2348,28,2376,31197,75.92%,Individual,323,1.04%
Shan State,Mongmit,44224,31182,2391,33573,2348,28,2376,31197,75.92%,Shan Nationalities League for Democracy (SNLD),3513,11.26%
Shan State,Mabein,25299,19660,2014,21674,1682,12,1694,19980,85.67%,Shan Nationalities Democratic Party (SNDP),561,2.81%
Shan State,Mabein,25299,19660,2014,21674,1682,12,1694,19980,85.67%,National Unity Party (NUP),728,3.64%
Shan State,Mabein,25299,19660,2014,21674,1682,12,1694,19980,85.67%,Individual,874,4.37%
Shan State,Mabein,25299,19660,2014,21674,1682,12,1694,19980,85.67%,Union Solidarity and Development Party (USDP),5266,26.36%
Shan State,Mabein,25299,19660,2014,21674,1682,12,1694,19980,85.67%,National League for Democracy (NLD),12551,62.82%
Shan State,Namhsan,50880,30586,2661,33247,2159,47,2206,31041,65.34%,Union Solidarity and Development Party (USDP),2107,6.79%
Shan State,Namhsan,50880,30586,2661,33247,2159,47,2206,31041,65.34%,National League for Democracy (NLD),8327,26.83%
Shan State,Namhsan,50880,30586,2661,33247,2159,47,2206,31041,65.34%,Ta-Arng Palaung National Party,20607,66.39%
Shan State,Manton,23277,12189,1405,13594,1005,35,1040,12554,58.40%,Union Solidarity and Development Party (USDP),2111,16.82%
Shan State,Manton,23277,12189,1405,13594,1005,35,1040,12554,58.40%,Ta-Arng Palaung National Party,10443,83.18%
Shan State,Kunlong,32590,16035,2807,18842,1550,9,1559,17283,57.82%,Wa Democratic Party,775,4.48%
Shan State,Kunlong,32590,16035,2807,18842,1550,9,1559,17283,57.82%,National League for Democracy (NLD),3474,20.10%
Shan State,Kunlong,32590,16035,2807,18842,1550,9,1559,17283,57.82%,Shan Nationalities Democratic Party (SNDP),1135,6.57%
Shan State,Kunlong,32590,16035,2807,18842,1550,9,1559,17283,57.82%,Kokang Democracy and Unity Party,5097,29.49%
Shan State,Kunlong,32590,16035,2807,18842,1550,9,1559,17283,57.82%,Lhaovo National Unity and Development Party (LNUDP),1399,8.09%
Shan State,Kunlong,32590,16035,2807,18842,1550,9,1559,17283,57.82%,Union Solidarity and Development Party (USDP),5038,29.15%
Shan State,Kunlong,32590,16035,2807,18842,1550,9,1559,17283,57.82%,Shan State Kokang Democratic Party,365,2.11%
Shan State,Hopang ,17474,8793,1096,9889,1244,24,1268,8621,56.59%,Wa Democratic Party,6039,70.05%
Shan State,Hopang ,17474,8793,1096,9889,1244,24,1268,8621,56.59%,Individual,371,4.30%
Shan State,Hopang ,17474,8793,1096,9889,1244,24,1268,8621,56.59%,Shan Nationalities League for Democracy (SNLD),449,5.21%
Shan State,Hopang ,17474,8793,1096,9889,1244,24,1268,8621,56.59%,Wa National Unity Party,1281,14.86%
Shan State,Hopang ,17474,8793,1096,9889,1244,24,1268,8621,56.59%,Shan Nationalities Democratic Party (SNDP),481,5.58%
Shan State,Muse,93121,48575,4323,52898,4026,165,4191,48707,56.81%,Shan Nationalities League for Democracy (SNLD),22294,45.77%
Shan State,Muse,93121,48575,4323,52898,4026,165,4191,48707,56.81%,Union Solidarity and Development Party (USDP),8129,16.69%
Shan State,Muse,93121,48575,4323,52898,4026,165,4191,48707,56.81%,National League for Democracy (NLD),9093,18.67%
Shan State,Muse,93121,48575,4323,52898,4026,165,4191,48707,56.81%,Shan Nationalities Democratic Party (SNDP),3325,6.83%
Shan State,Muse,93121,48575,4323,52898,4026,165,4191,48707,56.81%,Ta-Arng Palaung National Party,5866,12.04%
Shan State,Namhkan,77311,54913,4763,59676,3482,705,4187,55489,77.19%,Shan Nationalities Democratic Party (SNDP),12142,21.88%
Shan State,Namhkan,77311,54913,4763,59676,3482,705,4187,55489,77.19%,Ta-Arng Palaung National Party,20323,36.63%
Shan State,Namhkan,77311,54913,4763,59676,3482,705,4187,55489,77.19%,National League for Democracy (NLD),2578,4.65%
Shan State,Namhkan,77311,54913,4763,59676,3482,705,4187,55489,77.19%,Shan Nationalities League for Democracy (SNLD),11842,21.34%
Shan State,Namhkan,77311,54913,4763,59676,3482,705,4187,55489,77.19%,Union Solidarity and Development Party (USDP),8604,15.51%
Shan State,Kutkai,123897,59445,4356,63801,7536,247,7783,56018,51.50%,National League for Democracy (NLD),9661,17.25%
Shan State,Kutkai,123897,59445,4356,63801,7536,247,7783,56018,51.50%,Shan Nationalities Democratic Party (SNDP),2424,4.33%
Shan State,Kutkai,123897,59445,4356,63801,7536,247,7783,56018,51.50%,Union Solidarity and Development Party (USDP),25251,45.08%
Shan State,Kutkai,123897,59445,4356,63801,7536,247,7783,56018,51.50%,Shan Nationalities League for Democracy (SNLD),2507,4.48%
Shan State,Kutkai,123897,59445,4356,63801,7536,247,7783,56018,51.50%,Ta-Arng Palaung National Party,16175,28.87%
Shan State,Laukkaing,28533,7488,1456,8944,863,0,863,8081,31.35%,Shan State Kokang Democratic Party,887,10.98%
Shan State,Laukkaing,28533,7488,1456,8944,863,0,863,8081,31.35%,Union Solidarity and Development Party (USDP),7194,89.02%
Shan State,Konkyan,18412,6632,450,7082,1034,23,1057,6025,38.46%,Shan State Kokang Democratic Party,819,13.59%
Shan State,Konkyan,18412,6632,450,7082,1034,23,1057,6025,38.46%,Union Solidarity and Development Party (USDP),5206,86.41%
Shan State,Kengtung,112434,53400,8063,61463,8895,2238,11133,50330,54.67%,Individual,564,1.12%
Shan State,Kengtung,112434,53400,8063,61463,8895,2238,11133,50330,54.67%,Union Solidarity and Development Party (USDP),18987,37.73%
Shan State,Kengtung,112434,53400,8063,61463,8895,2238,11133,50330,54.67%,Wa National Unity Party,1334,2.65%
Shan State,Kengtung,112434,53400,8063,61463,8895,2238,11133,50330,54.67%,National Democratic Force (NDF),845,1.68%
Shan State,Kengtung,112434,53400,8063,61463,8895,2238,11133,50330,54.67%,Shan Nationalities Democratic Party (SNDP),2320,4.61%
Shan State,Kengtung,112434,53400,8063,61463,8895,2238,11133,50330,54.67%,Eastern Shan State Development Democratic Party,2272,4.51%
Shan State,Kengtung,112434,53400,8063,61463,8895,2238,11133,50330,54.67%,National League for Democracy (NLD),14837,29.48%
Shan State,Kengtung,112434,53400,8063,61463,8895,2238,11133,50330,54.67%,Shan Nationalities League for Democracy (SNLD),3601,7.15%
Shan State,Kengtung,112434,53400,8063,61463,8895,2238,11133,50330,54.67%,National Unity Party (NUP),461,0.92%
Shan State,Kengtung,112434,53400,8063,61463,8895,2238,11133,50330,54.67%,National Prosperity Party,1181,2.35%
Shan State,Kengtung,112434,53400,8063,61463,8895,2238,11133,50330,54.67%,Akha National Development Party,2038,4.05%
Shan State,Kengtung,112434,53400,8063,61463,8895,2238,11133,50330,54.67%,La Hu National Development Party,1890,3.76%
Shan State,Mongkhet,16481,5862,725,6587,598,2,600,5987,39.97%,Union Solidarity and Development Party (USDP),3403,56.84%
Shan State,Mongkhet,16481,5862,725,6587,598,2,600,5987,39.97%,Shan Nationalities Democratic Party (SNDP),530,8.85%
Shan State,Mongkhet,16481,5862,725,6587,598,2,600,5987,39.97%,Shan Nationalities League for Democracy (SNLD),634,10.59%
Shan State,Mongkhet,16481,5862,725,6587,598,2,600,5987,39.97%,La Hu National Development Party,357,5.96%
Shan State,Mongkhet,16481,5862,725,6587,598,2,600,5987,39.97%,National League for Democracy (NLD),942,15.73%
Shan State,Mongkhet,16481,5862,725,6587,598,2,600,5987,39.97%,National Democratic Force (NDF),121,2.02%
Shan State,Mongyang,7903,4236,415,4651,696,0,696,3955,58.85%,National League for Democracy (NLD),1053,26.62%
Shan State,Mongyang,7903,4236,415,4651,696,0,696,3955,58.85%,Union Solidarity and Development Party (USDP),2113,53.43%
Shan State,Mongyang,7903,4236,415,4651,696,0,696,3955,58.85%,Shan Nationalities League for Democracy (SNLD),317,8.02%
Shan State,Mongyang,7903,4236,415,4651,696,0,696,3955,58.85%,Shan Nationalities Democratic Party (SNDP),329,8.32%
Shan State,Mongyang,7903,4236,415,4651,696,0,696,3955,58.85%,Eastern Shan State Development Democratic Party,65,1.64%
Shan State,Mongyang,7903,4236,415,4651,696,0,696,3955,58.85%,National Democratic Force (NDF),78,1.97%
Shan State,Matman,10120,7518,799,8317,840,0,840,7477,82.18%,Wa National Unity Party,397,5.31%
Shan State,Matman,10120,7518,799,8317,840,0,840,7477,82.18%,Individual,4308,57.62%
Shan State,Matman,10120,7518,799,8317,840,0,840,7477,82.18%,La Hu National Development Party,2489,33.29%
Shan State,Matman,10120,7518,799,8317,840,0,840,7477,82.18%,Wa Democratic Party,283,3.78%
Shan State,Monghsat,40697,27819,2723,30542,3630,584,4214,26328,75.05%,La Hu National Development Party,4627,17.57%
